doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status,_source_file,_corpus_tier
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u009,"范琪斐: 那今天阿姨想知道我们请到的是民众党党主席柯文哲也就是这个总统参选人现在是候选人,候选人, 总统候选人这样子,这个是我们第一位邀请到的总统候选人那我们其实接下来还会访问这个民进党的萧美琴然后为什么要做这个系列?",context,,范琪斐: 我觉得对我来讲比较重要的是让大家多了解一下这些候选人其实这些候选人大家也都其实都蛮熟的。,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,624fdc2aabc063838570e17eb92348dc,FALSE,柯文哲专访,,"范琪斐: 那今天阿姨想知道我们请到的是民众党党主席柯文哲也就是这个总统参选人现在是候选人,候选人, 总统候选人这样子,这个是我们第一位邀请到的总统候选人那我们其实接下来还会访问这个民进党的萧美琴然后为什么要做这个系列?",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.689427733,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u010,范琪斐: 我觉得对我来讲比较重要的是让大家多了解一下这些候选人其实这些候选人大家也都其实都蛮熟的。,context,"范琪斐: 那今天阿姨想知道我们请到的是民众党党主席柯文哲也就是这个总统参选人现在是候选人,候选人, 总统候选人这样子,这个是我们第一位邀请到的总统候选人那我们其实接下来还会访问这个民进党的萧美琴然后为什么要做这个系列?",我想要再进一步的跟这些候选人谈一谈。,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,73d22b30cdc91136682a899da3b3f9d4,FALSE,柯文哲专访,,范琪斐: 我觉得对我来讲比较重要的是让大家多了解一下这些候选人其实这些候选人大家也都其实都蛮熟的。,TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.499816447,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u012,我想要再进一步的跟这些候选人谈一谈。,context,范琪斐: 我觉得对我来讲比较重要的是让大家多了解一下这些候选人其实这些候选人大家也都其实都蛮熟的。,"范琪斐: 所以说我觉得候选人的民主素养,这件事情对我来讲是重要的。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,0faacce67fe7a781343f9869da692983,FALSE,柯文哲专访,,我想要再进一步的跟这些候选人谈一谈。,TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.493754208,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u014,"范琪斐: 所以说我觉得候选人的民主素养,这件事情对我来讲是重要的。",claim,我想要再进一步的跟这些候选人谈一谈。,"我想知道,Luisa莎,你对于候选人来讲你最好奇的是什么 路易莎莎: 范姊可能比较在意民主啦。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,9fbf04930facf2881abd9ad5e3fb0f3b,FALSE,柯文哲专访,,"范琪斐: 所以说我觉得候选人的民主素养,这件事情对我来讲是重要的。",TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.638457239,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u016,"我想知道,Luisa莎,你对于候选人来讲你最好奇的是什么 路易莎莎: 范姊可能比较在意民主啦。",context,"范琪斐: 所以说我觉得候选人的民主素养,这件事情对我来讲是重要的。","那我自己是比较在意就是候选人的人格特质就是这个人是一个怎么样的人就像是你工作,你会选老板然后你会看一下这个老板会怎么样。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,23f41dcbcf5f547985080feeb75fbe39,FALSE,柯文哲专访,,"我想知道,Luisa莎,你对于候选人来讲你最好奇的是什么 路易莎莎: 范姊可能比较在意民主啦。",TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.55885756,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u017,"那我自己是比较在意就是候选人的人格特质就是这个人是一个怎么样的人就像是你工作,你会选老板然后你会看一下这个老板会怎么样。",context,"我想知道,Luisa莎,你对于候选人来讲你最好奇的是什么 路易莎莎: 范姊可能比较在意民主啦。","那如果当你要把就是你的执政权利,你的民主等,你要把你的权利,民权,交给一个人的时候你会希望这个人的人格特质是你可以信赖或是你觉得比较相近的东西。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,1814483d6a3d6566f63b866bbca5390c,FALSE,柯文哲专访,,"那我自己是比较在意就是候选人的人格特质就是这个人是一个怎么样的人就像是你工作,你会选老板然后你会看一下这个老板会怎么样。",TRUE,institution_only,TRUE,gate: core_election,FALSE,REVIEW,0.433987051,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u018,"那如果当你要把就是你的执政权利,你的民主等,你要把你的权利,民权,交给一个人的时候你会希望这个人的人格特质是你可以信赖或是你觉得比较相近的东西。",context,"那我自己是比较在意就是候选人的人格特质就是这个人是一个怎么样的人就像是你工作,你会选老板然后你会看一下这个老板会怎么样。","路易莎莎: 那所以说我记得那时候在反抗设计的时候我们就会讨论,说喔,那好,那我们要怎么样访问,要怎么样呈现候选人的人格特质那这是我比较在意的东西。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,64303d17306f99c82d5c4be3ebdb89be,FALSE,柯文哲专访,,"那如果当你要把就是你的执政权利,你的民主等,你要把你的权利,民权,交给一个人的时候你会希望这个人的人格特质是你可以信赖或是你觉得比较相近的东西。",TRUE,institution_only,FALSE,,FALSE,KEEP,0.537275553,,,FALSE,REVIEW,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u019,"路易莎莎: 那所以说我记得那时候在反抗设计的时候我们就会讨论,说喔,那好,那我们要怎么样访问,要怎么样呈现候选人的人格特质那这是我比较在意的东西。",claim,"那如果当你要把就是你的执政权利,你的民主等,你要把你的权利,民权,交给一个人的时候你会希望这个人的人格特质是你可以信赖或是你觉得比较相近的东西。","那第一个其实在谈到这个蓝白和要不要谈这件事情的时候我跟路易莎莎,我们两个就又一次激烈的辩论这样子好。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,d461456abcf9e196387e24b5fbc33f0b,FALSE,柯文哲专访,,"路易莎莎: 那所以说我记得那时候在反抗设计的时候我们就会讨论,说喔,那好,那我们要怎么样访问,要怎么样呈现候选人的人格特质那这是我比较在意的东西。",TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.477418363,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u021,"那第一个其实在谈到这个蓝白和要不要谈这件事情的时候我跟路易莎莎,我们两个就又一次激烈的辩论这样子好。",context,"路易莎莎: 那所以说我记得那时候在反抗设计的时候我们就会讨论,说喔,那好,那我们要怎么样访问,要怎么样呈现候选人的人格特质那这是我比较在意的东西。","假设总统大选选不好,那有没有可能会变成下一个新党或是下一个台联或是下一个亲民党,这样子的一个状况那我们想知道柯主席自己是怎么评估这样的局势。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]","[""辩论|procedure""]",TRUE,debate/manifesto,7a0a26a3880478bd28d03e52dd9c061d,FALSE,柯文哲专访,,"那第一个其实在谈到这个蓝白和要不要谈这件事情的时候我跟路易莎莎,我们两个就又一次激烈的辩论这样子好。",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,REVIEW,0.361516058,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u058,"假设总统大选选不好,那有没有可能会变成下一个新党或是下一个台联或是下一个亲民党,这样子的一个状况那我们想知道柯主席自己是怎么评估这样的局势。",context,"那第一个其实在谈到这个蓝白和要不要谈这件事情的时候我跟路易莎莎,我们两个就又一次激烈的辩论这样子好。","另外就是在立法院将来的合作的时候,比如说跟国民党的合作有没有可能支持韩国瑜当立法院院长像这些问题我们都会问他这样子好 那么在听柯文哲怎么讲之前,我们先来看一下今天的干爹吧。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,1ae0d81a5646b8362af063c5ba4bfb9e,FALSE,柯文哲专访,,"假设总统大选选不好,那有没有可能会变成下一个新党或是下一个台联或是下一个亲民党,这样子的一个状况那我们想知道柯主席自己是怎么评估这样的局势。",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.656521618,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u062,"另外就是在立法院将来的合作的时候,比如说跟国民党的合作有没有可能支持韩国瑜当立法院院长像这些问题我们都会问他这样子好 那么在听柯文哲怎么讲之前,我们先来看一下今天的干爹吧。",claim,"假设总统大选选不好,那有没有可能会变成下一个新党或是下一个台联或是下一个亲民党,这样子的一个状况那我们想知道柯主席自己是怎么评估这样的局势。","范琪斐: 我专门爱看硬邦的这种国际关系平台上竟然多到可以让我挑欸,就举。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]","[""立法院|institution""]",FALSE,,19767335b378876bcbb8702ab314dae6,FALSE,柯文哲专访,,"另外就是在立法院将来的合作的时候,比如说跟国民党的合作有没有可能支持韩国瑜当立法院院长像这些问题我们都会问他这样子好 那么在听柯文哲怎么讲之前,我们先来看一下今天的干爹吧。",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,TRUE,KEEP,1,KEEP,1,TRUE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u066,"范琪斐: 我专门爱看硬邦的这种国际关系平台上竟然多到可以让我挑欸,就举。",context,"另外就是在立法院将来的合作的时候,比如说跟国民党的合作有没有可能支持韩国瑜当立法院院长像这些问题我们都会问他这样子好 那么在听柯文哲怎么讲之前,我们先来看一下今天的干爹吧。","这次我特别针对国际关系的议题,挑选了五本书。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,c8fd84896037fc4aa8bd4930adc5974c,FALSE,柯文哲专访,,"范琪斐: 我专门爱看硬邦的这种国际关系平台上竟然多到可以让我挑欸,就举。",TRUE,institution_only,FALSE,,FALSE,KEEP,0.493700564,,,FALSE,REVIEW,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u075,"这次我特别针对国际关系的议题,挑选了五本书。",context,"范琪斐: 我专门爱看硬邦的这种国际关系平台上竟然多到可以让我挑欸,就举。",柯文哲: 他们是准备了一番民调做出来一个核起五个输。 五个输。,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,33ea640bb73a66bdc9fc7bf85091b8ce,FALSE,柯文哲专访,,"这次我特别针对国际关系的议题,挑选了五本书。",TRUE,institution_only,TRUE,gate: 2 inst terms,FALSE,REVIEW,0.286834657,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u107,柯文哲: 他们是准备了一番民调做出来一个核起五个输。 五个输。,context,"这次我特别针对国际关系的议题,挑选了五本书。","你有说过如果你选上总统,的话如果有人才其他党也可以用。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,7b4535ca6dc195b0584ffe8e01e32c50,FALSE,柯文哲专访,,柯文哲: 他们是准备了一番民调做出来一个核起五个输。 五个输。,TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.496150494,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u125,"你有说过如果你选上总统,的话如果有人才其他党也可以用。",claim,柯文哲: 他们是准备了一番民调做出来一个核起五个输。 五个输。,"然后可是到譬如说如果就算没有选上总统在立法院里面将来民众党也是可能要跟譬如说国民党合作也有可能甚至譬如说这个民进党那可是这一次跟国民党,这一次搞成这个样子将来还有办法合作吗?","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,a3947f07cd2d037619f6eaca85c48101,FALSE,柯文哲专访,,"你有说过如果你选上总统,的话如果有人才其他党也可以用。",TRUE,institution_only,TRUE,gate: core_election,FALSE,KEEP,0.668826938,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u126,"然后可是到譬如说如果就算没有选上总统在立法院里面将来民众党也是可能要跟譬如说国民党合作也有可能甚至譬如说这个民进党那可是这一次跟国民党,这一次搞成这个样子将来还有办法合作吗?",claim,"你有说过如果你选上总统,的话如果有人才其他党也可以用。","柯文哲: 所以我倒觉得这样,因为民众党在立法院也已经存在四年了。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]","[""立法院|institution""]",FALSE,,c2568f95b17dafad99db040184a09e4a,FALSE,柯文哲专访,,"然后可是到譬如说如果就算没有选上总统在立法院里面将来民众党也是可能要跟譬如说国民党合作也有可能甚至譬如说这个民进党那可是这一次跟国民党,这一次搞成这个样子将来还有办法合作吗?",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,TRUE,KEEP,1,KEEP,1,TRUE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u128,"柯文哲: 所以我倒觉得这样,因为民众党在立法院也已经存在四年了。",context,"然后可是到譬如说如果就算没有选上总统在立法院里面将来民众党也是可能要跟譬如说国民党合作也有可能甚至譬如说这个民进党那可是这一次跟国民党,这一次搞成这个样子将来还有办法合作吗?","所以我说真的我们在不同的议题也跟人家要不同的合作就是说,你讲的这个有没有道理,有道理,都可以合作,没道理,谁理你?","[{""name"": ""柯文哲"", ""party"": ""TPP""}]","[""立法院|institution""]",FALSE,,b390e84f7ec4acaf0292aacb049e93c5,FALSE,柯文哲专访,,"柯文哲: 所以我倒觉得这样,因为民众党在立法院也已经存在四年了。",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,TRUE,KEEP,1,KEEP,1,TRUE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u129,"所以我说真的我们在不同的议题也跟人家要不同的合作就是说,你讲的这个有没有道理,有道理,都可以合作,没道理,谁理你?",claim,"柯文哲: 所以我倒觉得这样,因为民众党在立法院也已经存在四年了。","柯文哲: 所以事实上民众党在立法院的投票行为很清楚它没有像以前,那个叫小蓝,小绿,我们至少我们不是我们还是会问说这个到底有没有道理?","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,07ff935bfedbca91803f1d109d472f76,FALSE,柯文哲专访,,"所以我说真的我们在不同的议题也跟人家要不同的合作就是说,你讲的这个有没有道理,有道理,都可以合作,没道理,谁理你?",TRUE,institution_only,FALSE,,FALSE,KEEP,0.506804466,,,FALSE,REVIEW,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u130,"柯文哲: 所以事实上民众党在立法院的投票行为很清楚它没有像以前,那个叫小蓝,小绿,我们至少我们不是我们还是会问说这个到底有没有道理?",claim,"所以我说真的我们在不同的议题也跟人家要不同的合作就是说,你讲的这个有没有道理,有道理,都可以合作,没道理,谁理你?","柯文哲: 所以我觉得这样,如果国会三党,不过半有两个意识形态很强的,有一个,它比较不是意识形态的。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]","[""立法院|institution""]",FALSE,,72c3b7496b797d06269a11d92195452c,FALSE,柯文哲专访,,"柯文哲: 所以事实上民众党在立法院的投票行为很清楚它没有像以前,那个叫小蓝,小绿,我们至少我们不是我们还是会问说这个到底有没有道理?",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,TRUE,KEEP,1,KEEP,1,TRUE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u131,"柯文哲: 所以我觉得这样,如果国会三党,不过半有两个意识形态很强的,有一个,它比较不是意识形态的。",context,"柯文哲: 所以事实上民众党在立法院的投票行为很清楚它没有像以前,那个叫小蓝,小绿,我们至少我们不是我们还是会问说这个到底有没有道理?",柯文哲: 我觉得对将来整个国会的运作会应该是正面的。,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,ca2713c9e9f479281cc4ef4d09148e06,FALSE,柯文哲专访,,"柯文哲: 所以我觉得这样,如果国会三党,不过半有两个意识形态很强的,有一个,它比较不是意识形态的。",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.674565852,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u132,柯文哲: 我觉得对将来整个国会的运作会应该是正面的。,context,"柯文哲: 所以我觉得这样,如果国会三党,不过半有两个意识形态很强的,有一个,它比较不是意识形态的。","范琪斐: 那如果说这个民进党是国会最大党,那会同意由民进党来组阁吗?","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,e06a553f142c7825639bfa038ea0256f,FALSE,柯文哲专访,,柯文哲: 我觉得对将来整个国会的运作会应该是正面的。,TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.561153531,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u133,"范琪斐: 那如果说这个民进党是国会最大党,那会同意由民进党来组阁吗?",claim,柯文哲: 我觉得对将来整个国会的运作会应该是正面的。,柯文哲: 其实我跟你讲那是这样按照目前的宪法。,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,b2457e2bb07cd1be32179df48c6d189b,FALSE,柯文哲专访,,"范琪斐: 那如果说这个民进党是国会最大党,那会同意由民进党来组阁吗?",TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.67301029,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u134,柯文哲: 其实我跟你讲那是这样按照目前的宪法。,context,"范琪斐: 那如果说这个民进党是国会最大党,那会同意由民进党来组阁吗?","不是最大党组阁,是要组阁的要得到国会的过半同意。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,d546a346a8b4c984596ff9bf650fcf2c,FALSE,柯文哲专访,,柯文哲: 其实我跟你讲那是这样按照目前的宪法。,TRUE,cooccur: actor×institution,TRUE,gate: actor×inst,FALSE,KEEP,0.684420943,,,FALSE,KEEP,02_conference_datasets/Interview_ko_units.csv,3
柯文哲专访_a0a69a5bb2f6,柯文哲专访_a0a69a5bb2f6_u137,"不是最大党组阁,是要组阁的要得到国会的过半同意。",context,柯文哲: 其实我跟你讲那是这样按照目前的宪法。,柯文哲: 应该这样讲我们不是要政党轮替吗。,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],FALSE,,913963a199d6859cf0efa9eb52d5f816,FALSE,柯文哲专访,,"不是最大党组阁,是要组阁的要得到国会的过半同意。",TRUE,institution_only,FALSE,,FALSE,KEEP,0.480439931,,,FALSE,REVIEW,02_conference_datasets/Interview_ko_units.csv,3
