period,candidate,L2,share_smooth,period_end
2023-10-30/2023-11-05,赖清德,L2-07,0.21648402283437074,2023-10-30/2023-11-05
2023-11-06/2023-11-12,侯友宜,L2-05,0.17241953448849998,2023-11-06/2023-11-12
2023-11-06/2023-11-12,侯友宜,L2-07,0.34406234159928734,2023-11-06/2023-11-12
2023-11-06/2023-11-12,柯文哲,L2-05,0.0976127542404069,2023-11-06/2023-11-12
2023-11-06/2023-11-12,柯文哲,L2-07,0.20177647996660478,2023-11-06/2023-11-12
2023-11-06/2023-11-12,赖清德,L2-05,0.22745546631921051,2023-11-06/2023-11-12
2023-11-06/2023-11-12,赖清德,L2-07,0.27624581695869416,2023-11-06/2023-11-12
2023-11-13/2023-11-19,侯友宜,L2-05,0.10156668728097296,2023-11-13/2023-11-19
2023-11-13/2023-11-19,侯友宜,L2-07,0.22663368377654086,2023-11-13/2023-11-19
2023-11-13/2023-11-19,柯文哲,L2-05,0.16109619805108125,2023-11-13/2023-11-19
2023-11-13/2023-11-19,柯文哲,L2-07,0.15133671582379507,2023-11-13/2023-11-19
2023-11-13/2023-11-19,赖清德,L2-05,0.16095357698905735,2023-11-13/2023-11-19
2023-11-13/2023-11-19,赖清德,L2-07,0.23853551424148423,2023-11-13/2023-11-19
2023-11-20/2023-11-26,侯友宜,L2-05,0.03321276163381424,2023-11-20/2023-11-26
2023-11-20/2023-11-26,侯友宜,L2-07,0.23678999596169564,2023-11-20/2023-11-26
2023-11-20/2023-11-26,柯文哲,L2-05,0.11370441834446417,2023-11-20/2023-11-26
2023-11-20/2023-11-26,柯文哲,L2-07,0.22280090671594635,2023-11-20/2023-11-26
2023-11-20/2023-11-26,赖清德,L2-05,0.24234865724898946,2023-11-20/2023-11-26
2023-11-20/2023-11-26,赖清德,L2-07,0.22508881299578976,2023-11-20/2023-11-26
2023-11-27/2023-12-03,侯友宜,L2-05,0.21880960221770224,2023-11-27/2023-12-03
2023-11-27/2023-12-03,侯友宜,L2-07,0.24980664503807665,2023-11-27/2023-12-03
2023-11-27/2023-12-03,柯文哲,L2-05,0.12758044193001,2023-11-27/2023-12-03
2023-11-27/2023-12-03,柯文哲,L2-07,0.2255722331275519,2023-11-27/2023-12-03
2023-11-27/2023-12-03,赖清德,L2-05,0.1256937491042199,2023-11-27/2023-12-03
2023-11-27/2023-12-03,赖清德,L2-07,0.1758301724266535,2023-11-27/2023-12-03
2023-12-04/2023-12-10,侯友宜,L2-05,0.18384159752549212,2023-12-04/2023-12-10
2023-12-04/2023-12-10,侯友宜,L2-07,0.31411839303259026,2023-12-04/2023-12-10
2023-12-04/2023-12-10,柯文哲,L2-05,0.12421837669633887,2023-12-04/2023-12-10
2023-12-04/2023-12-10,柯文哲,L2-07,0.2762666315967612,2023-12-04/2023-12-10
2023-12-04/2023-12-10,赖清德,L2-05,0.19853589794662652,2023-12-04/2023-12-10
2023-12-04/2023-12-10,赖清德,L2-07,0.17671949209046403,2023-12-04/2023-12-10
2023-12-11/2023-12-17,侯友宜,L2-05,0.16275630859504334,2023-12-11/2023-12-17
2023-12-11/2023-12-17,侯友宜,L2-07,0.28229058125350576,2023-12-11/2023-12-17
2023-12-11/2023-12-17,柯文哲,L2-05,0.12907204359212468,2023-12-11/2023-12-17
2023-12-11/2023-12-17,柯文哲,L2-07,0.29609567164111833,2023-12-11/2023-12-17
2023-12-11/2023-12-17,赖清德,L2-05,0.13252662716948427,2023-12-11/2023-12-17
2023-12-11/2023-12-17,赖清德,L2-07,0.18580780315474194,2023-12-11/2023-12-17
2023-12-18/2023-12-24,侯友宜,L2-05,0.19163061776039242,2023-12-18/2023-12-24
2023-12-18/2023-12-24,侯友宜,L2-07,0.2346696342885242,2023-12-18/2023-12-24
2023-12-18/2023-12-24,柯文哲,L2-05,0.15842796615503646,2023-12-18/2023-12-24
2023-12-18/2023-12-24,柯文哲,L2-07,0.2765295744126418,2023-12-18/2023-12-24
2023-12-18/2023-12-24,赖清德,L2-05,0.21795162837753781,2023-12-18/2023-12-24
2023-12-18/2023-12-24,赖清德,L2-07,0.22713487340816535,2023-12-18/2023-12-24
2023-12-25/2023-12-31,侯友宜,L2-05,0.20397041937846794,2023-12-25/2023-12-31
2023-12-25/2023-12-31,侯友宜,L2-07,0.3602643036141296,2023-12-25/2023-12-31
2023-12-25/2023-12-31,柯文哲,L2-05,0.08545301180469703,2023-12-25/2023-12-31
2023-12-25/2023-12-31,柯文哲,L2-07,0.29131484155815573,2023-12-25/2023-12-31
2023-12-25/2023-12-31,赖清德,L2-05,0.11815606999724122,2023-12-25/2023-12-31
2023-12-25/2023-12-31,赖清德,L2-07,0.30541706078237624,2023-12-25/2023-12-31
2024-01-01/2024-01-07,侯友宜,L2-05,0.23705734331812214,2024-01-01/2024-01-07
2024-01-01/2024-01-07,侯友宜,L2-07,0.3052338899395024,2024-01-01/2024-01-07
2024-01-01/2024-01-07,柯文哲,L2-05,0.1288763706008341,2024-01-01/2024-01-07
2024-01-01/2024-01-07,柯文哲,L2-07,0.3171100762061407,2024-01-01/2024-01-07
2024-01-01/2024-01-07,赖清德,L2-05,0.1262517092957281,2024-01-01/2024-01-07
2024-01-01/2024-01-07,赖清德,L2-07,0.26436507134985493,2024-01-01/2024-01-07
2024-01-08/2024-01-14,侯友宜,L2-05,0.2786113133356241,2024-01-08/2024-01-14
2024-01-08/2024-01-14,侯友宜,L2-07,0.3049926793849099,2024-01-08/2024-01-14
2024-01-08/2024-01-14,柯文哲,L2-05,0.14595073654164747,2024-01-08/2024-01-14
2024-01-08/2024-01-14,柯文哲,L2-07,0.3149493108352549,2024-01-08/2024-01-14
2024-01-08/2024-01-14,赖清德,L2-05,0.15988783452860442,2024-01-08/2024-01-14
2024-01-08/2024-01-14,赖清德,L2-07,0.35219637624618155,2024-01-08/2024-01-14
2024-01-15/2024-01-21,柯文哲,L2-05,0.041266320087357,2024-01-15/2024-01-21
2024-01-15/2024-01-21,柯文哲,L2-07,0.09395865125711303,2024-01-15/2024-01-21
2024-01-15/2024-01-21,赖清德,L2-05,0.025532599770130955,2024-01-15/2024-01-21
2024-01-15/2024-01-21,赖清德,L2-07,0.11122109564129952,2024-01-15/2024-01-21
2024-01-22/2024-01-28,柯文哲,L2-05,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,柯文哲,L2-07,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,赖清德,L2-05,0.0,2024-01-22/2024-01-28
2024-01-22/2024-01-28,赖清德,L2-07,0.0,2024-01-22/2024-01-28
2024-01-29/2024-02-04,柯文哲,L2-05,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,柯文哲,L2-07,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,赖清德,L2-05,0.0,2024-01-29/2024-02-04
2024-01-29/2024-02-04,赖清德,L2-07,0.0,2024-01-29/2024-02-04
2024-02-05/2024-02-11,柯文哲,L2-05,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,柯文哲,L2-07,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,赖清德,L2-05,0.0,2024-02-05/2024-02-11
2024-02-05/2024-02-11,赖清德,L2-07,0.0,2024-02-05/2024-02-11
2024-02-12/2024-02-18,柯文哲,L2-05,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,柯文哲,L2-07,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,赖清德,L2-05,0.0,2024-02-12/2024-02-18
2024-02-12/2024-02-18,赖清德,L2-07,0.0,2024-02-12/2024-02-18
2024-02-19/2024-02-25,柯文哲,L2-05,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,柯文哲,L2-07,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,赖清德,L2-05,0.0,2024-02-19/2024-02-25
2024-02-19/2024-02-25,赖清德,L2-07,0.0,2024-02-19/2024-02-25
2024-02-26/2024-03-03,柯文哲,L2-05,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,柯文哲,L2-07,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,赖清德,L2-05,0.0,2024-02-26/2024-03-03
2024-02-26/2024-03-03,赖清德,L2-07,0.0,2024-02-26/2024-03-03
2024-03-04/2024-03-10,柯文哲,L2-05,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,柯文哲,L2-07,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,赖清德,L2-05,0.0,2024-03-04/2024-03-10
2024-03-04/2024-03-10,赖清德,L2-07,0.0,2024-03-04/2024-03-10
2024-03-11/2024-03-17,柯文哲,L2-05,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,柯文哲,L2-07,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,赖清德,L2-05,0.0,2024-03-11/2024-03-17
2024-03-11/2024-03-17,赖清德,L2-07,0.0,2024-03-11/2024-03-17
2024-03-18/2024-03-24,柯文哲,L2-05,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,柯文哲,L2-07,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,赖清德,L2-05,0.0,2024-03-18/2024-03-24
2024-03-18/2024-03-24,赖清德,L2-07,0.0,2024-03-18/2024-03-24
2024-03-25/2024-03-31,柯文哲,L2-05,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,柯文哲,L2-07,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,赖清德,L2-05,0.0,2024-03-25/2024-03-31
2024-03-25/2024-03-31,赖清德,L2-07,0.0,2024-03-25/2024-03-31
2024-04-01/2024-04-07,柯文哲,L2-05,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,柯文哲,L2-07,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,赖清德,L2-05,0.0,2024-04-01/2024-04-07
2024-04-01/2024-04-07,赖清德,L2-07,0.0,2024-04-01/2024-04-07
2024-04-08/2024-04-14,柯文哲,L2-05,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,柯文哲,L2-07,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,赖清德,L2-05,0.0,2024-04-08/2024-04-14
2024-04-08/2024-04-14,赖清德,L2-07,0.0,2024-04-08/2024-04-14
2024-04-15/2024-04-21,柯文哲,L2-05,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,柯文哲,L2-07,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,赖清德,L2-05,0.0,2024-04-15/2024-04-21
2024-04-15/2024-04-21,赖清德,L2-07,0.0,2024-04-15/2024-04-21
2024-04-22/2024-04-28,柯文哲,L2-05,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,柯文哲,L2-07,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,赖清德,L2-05,0.0,2024-04-22/2024-04-28
2024-04-22/2024-04-28,赖清德,L2-07,0.0,2024-04-22/2024-04-28
2024-04-29/2024-05-05,柯文哲,L2-05,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,柯文哲,L2-07,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,赖清德,L2-05,0.0,2024-04-29/2024-05-05
2024-04-29/2024-05-05,赖清德,L2-07,0.0,2024-04-29/2024-05-05
2024-05-06/2024-05-12,柯文哲,L2-05,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,柯文哲,L2-07,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,赖清德,L2-05,0.0,2024-05-06/2024-05-12
2024-05-06/2024-05-12,赖清德,L2-07,0.0,2024-05-06/2024-05-12
2024-05-13/2024-05-19,柯文哲,L2-05,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,柯文哲,L2-07,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,赖清德,L2-05,0.0,2024-05-13/2024-05-19
2024-05-13/2024-05-19,赖清德,L2-07,0.0,2024-05-13/2024-05-19
2024-05-20/2024-05-26,柯文哲,L2-05,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,柯文哲,L2-07,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,赖清德,L2-05,0.0,2024-05-20/2024-05-26
2024-05-20/2024-05-26,赖清德,L2-07,0.0,2024-05-20/2024-05-26
2024-05-27/2024-06-02,柯文哲,L2-05,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,柯文哲,L2-07,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,赖清德,L2-05,0.0,2024-05-27/2024-06-02
2024-05-27/2024-06-02,赖清德,L2-07,0.0,2024-05-27/2024-06-02
2024-06-03/2024-06-09,柯文哲,L2-05,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,柯文哲,L2-07,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,赖清德,L2-05,0.0,2024-06-03/2024-06-09
2024-06-03/2024-06-09,赖清德,L2-07,0.0,2024-06-03/2024-06-09
2024-06-10/2024-06-16,柯文哲,L2-05,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,柯文哲,L2-07,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,赖清德,L2-05,0.0,2024-06-10/2024-06-16
2024-06-10/2024-06-16,赖清德,L2-07,0.0,2024-06-10/2024-06-16
2024-06-17/2024-06-23,柯文哲,L2-05,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,柯文哲,L2-07,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,赖清德,L2-05,0.0,2024-06-17/2024-06-23
2024-06-17/2024-06-23,赖清德,L2-07,0.0,2024-06-17/2024-06-23
2024-06-24/2024-06-30,柯文哲,L2-05,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,柯文哲,L2-07,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,赖清德,L2-05,0.0,2024-06-24/2024-06-30
2024-06-24/2024-06-30,赖清德,L2-07,0.0,2024-06-24/2024-06-30
2024-07-01/2024-07-07,柯文哲,L2-05,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,柯文哲,L2-07,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,赖清德,L2-05,0.0,2024-07-01/2024-07-07
2024-07-01/2024-07-07,赖清德,L2-07,0.0,2024-07-01/2024-07-07
2024-07-08/2024-07-14,柯文哲,L2-05,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,柯文哲,L2-07,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,赖清德,L2-05,0.0,2024-07-08/2024-07-14
2024-07-08/2024-07-14,赖清德,L2-07,0.0,2024-07-08/2024-07-14
2024-07-15/2024-07-21,柯文哲,L2-05,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,柯文哲,L2-07,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,赖清德,L2-05,0.0,2024-07-15/2024-07-21
2024-07-15/2024-07-21,赖清德,L2-07,0.0,2024-07-15/2024-07-21
2024-07-22/2024-07-28,柯文哲,L2-05,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,柯文哲,L2-07,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,赖清德,L2-05,0.0,2024-07-22/2024-07-28
2024-07-22/2024-07-28,赖清德,L2-07,0.0,2024-07-22/2024-07-28
2024-07-29/2024-08-04,柯文哲,L2-05,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,柯文哲,L2-07,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,赖清德,L2-05,0.0,2024-07-29/2024-08-04
2024-07-29/2024-08-04,赖清德,L2-07,0.0,2024-07-29/2024-08-04
2024-08-05/2024-08-11,柯文哲,L2-05,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,柯文哲,L2-07,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,赖清德,L2-05,0.0,2024-08-05/2024-08-11
2024-08-05/2024-08-11,赖清德,L2-07,0.0,2024-08-05/2024-08-11
2024-08-12/2024-08-18,柯文哲,L2-05,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,柯文哲,L2-07,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,赖清德,L2-05,0.0,2024-08-12/2024-08-18
2024-08-12/2024-08-18,赖清德,L2-07,0.0,2024-08-12/2024-08-18
2024-08-19/2024-08-25,柯文哲,L2-05,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,柯文哲,L2-07,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,赖清德,L2-05,0.0,2024-08-19/2024-08-25
2024-08-19/2024-08-25,赖清德,L2-07,0.0,2024-08-19/2024-08-25
2024-08-26/2024-09-01,柯文哲,L2-05,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,柯文哲,L2-07,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,赖清德,L2-05,0.0,2024-08-26/2024-09-01
2024-08-26/2024-09-01,赖清德,L2-07,0.0,2024-08-26/2024-09-01
2024-09-02/2024-09-08,柯文哲,L2-05,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,柯文哲,L2-07,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,赖清德,L2-05,0.0,2024-09-02/2024-09-08
2024-09-02/2024-09-08,赖清德,L2-07,0.0,2024-09-02/2024-09-08
2024-09-09/2024-09-15,柯文哲,L2-05,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,柯文哲,L2-07,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,赖清德,L2-05,0.0,2024-09-09/2024-09-15
2024-09-09/2024-09-15,赖清德,L2-07,0.0,2024-09-09/2024-09-15
2024-09-16/2024-09-22,柯文哲,L2-05,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,柯文哲,L2-07,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,赖清德,L2-05,0.0,2024-09-16/2024-09-22
2024-09-16/2024-09-22,赖清德,L2-07,0.0,2024-09-16/2024-09-22
2024-09-23/2024-09-29,柯文哲,L2-05,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,柯文哲,L2-07,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,赖清德,L2-05,0.0,2024-09-23/2024-09-29
2024-09-23/2024-09-29,赖清德,L2-07,0.0,2024-09-23/2024-09-29
2024-09-30/2024-10-06,柯文哲,L2-05,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,柯文哲,L2-07,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,赖清德,L2-05,0.0,2024-09-30/2024-10-06
2024-09-30/2024-10-06,赖清德,L2-07,0.0,2024-09-30/2024-10-06
2024-10-07/2024-10-13,柯文哲,L2-05,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,柯文哲,L2-07,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,赖清德,L2-05,0.0,2024-10-07/2024-10-13
2024-10-07/2024-10-13,赖清德,L2-07,0.0,2024-10-07/2024-10-13
2024-10-14/2024-10-20,柯文哲,L2-05,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,柯文哲,L2-07,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,赖清德,L2-05,0.0,2024-10-14/2024-10-20
2024-10-14/2024-10-20,赖清德,L2-07,0.0,2024-10-14/2024-10-20
2024-10-21/2024-10-27,柯文哲,L2-05,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,柯文哲,L2-07,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,赖清德,L2-05,0.0,2024-10-21/2024-10-27
2024-10-21/2024-10-27,赖清德,L2-07,0.0,2024-10-21/2024-10-27
2024-10-28/2024-11-03,柯文哲,L2-05,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,柯文哲,L2-07,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,赖清德,L2-05,0.0,2024-10-28/2024-11-03
2024-10-28/2024-11-03,赖清德,L2-07,0.0,2024-10-28/2024-11-03
2024-11-04/2024-11-10,柯文哲,L2-05,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,柯文哲,L2-07,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,赖清德,L2-05,0.0,2024-11-04/2024-11-10
2024-11-04/2024-11-10,赖清德,L2-07,0.0,2024-11-04/2024-11-10
2024-11-11/2024-11-17,柯文哲,L2-05,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,柯文哲,L2-07,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,赖清德,L2-05,0.0,2024-11-11/2024-11-17
2024-11-11/2024-11-17,赖清德,L2-07,0.0,2024-11-11/2024-11-17
2024-11-18/2024-11-24,柯文哲,L2-05,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,柯文哲,L2-07,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,赖清德,L2-05,0.0,2024-11-18/2024-11-24
2024-11-18/2024-11-24,赖清德,L2-07,0.0,2024-11-18/2024-11-24
2024-11-25/2024-12-01,柯文哲,L2-05,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,柯文哲,L2-07,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,赖清德,L2-05,0.0,2024-11-25/2024-12-01
2024-11-25/2024-12-01,赖清德,L2-07,0.0,2024-11-25/2024-12-01
2024-12-02/2024-12-08,柯文哲,L2-05,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,柯文哲,L2-07,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,赖清德,L2-05,0.0,2024-12-02/2024-12-08
2024-12-02/2024-12-08,赖清德,L2-07,0.0,2024-12-02/2024-12-08
2024-12-09/2024-12-15,柯文哲,L2-05,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,柯文哲,L2-07,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,赖清德,L2-05,0.0,2024-12-09/2024-12-15
2024-12-09/2024-12-15,赖清德,L2-07,0.0,2024-12-09/2024-12-15
2024-12-16/2024-12-22,柯文哲,L2-05,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,柯文哲,L2-07,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,赖清德,L2-05,0.0,2024-12-16/2024-12-22
2024-12-16/2024-12-22,赖清德,L2-07,0.0,2024-12-16/2024-12-22
2024-12-23/2024-12-29,柯文哲,L2-05,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,柯文哲,L2-07,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,赖清德,L2-05,0.0,2024-12-23/2024-12-29
2024-12-23/2024-12-29,赖清德,L2-07,0.0,2024-12-23/2024-12-29
2024-12-30/2025-01-05,柯文哲,L2-05,0.0,2024-12-30/2025-01-05
2024-12-30/2025-01-05,柯文哲,L2-07,0.0,2024-12-30/2025-01-05
2024-12-30/2025-01-05,赖清德,L2-05,0.0,2024-12-30/2025-01-05
2024-12-30/2025-01-05,赖清德,L2-07,0.0,2024-12-30/2025-01-05
2025-01-06/2025-01-12,柯文哲,L2-05,0.0,2025-01-06/2025-01-12
2025-01-06/2025-01-12,柯文哲,L2-07,0.0,2025-01-06/2025-01-12
2025-01-13/2025-01-19,柯文哲,L2-05,0.0,2025-01-13/2025-01-19
2025-01-13/2025-01-19,柯文哲,L2-07,0.0,2025-01-13/2025-01-19
2025-01-20/2025-01-26,柯文哲,L2-05,0.0,2025-01-20/2025-01-26
2025-01-20/2025-01-26,柯文哲,L2-07,0.0,2025-01-20/2025-01-26
2025-01-27/2025-02-02,柯文哲,L2-05,0.0,2025-01-27/2025-02-02
2025-01-27/2025-02-02,柯文哲,L2-07,0.0,2025-01-27/2025-02-02
2025-02-03/2025-02-09,柯文哲,L2-05,0.0,2025-02-03/2025-02-09
2025-02-03/2025-02-09,柯文哲,L2-07,0.0,2025-02-03/2025-02-09
2025-02-10/2025-02-16,柯文哲,L2-05,0.0,2025-02-10/2025-02-16
2025-02-10/2025-02-16,柯文哲,L2-07,0.0,2025-02-10/2025-02-16
2025-02-17/2025-02-23,柯文哲,L2-05,0.0,2025-02-17/2025-02-23
2025-02-17/2025-02-23,柯文哲,L2-07,0.0,2025-02-17/2025-02-23
2025-02-24/2025-03-02,柯文哲,L2-05,0.0,2025-02-24/2025-03-02
2025-02-24/2025-03-02,柯文哲,L2-07,0.0,2025-02-24/2025-03-02
2025-03-03/2025-03-09,柯文哲,L2-05,0.0,2025-03-03/2025-03-09
2025-03-03/2025-03-09,柯文哲,L2-07,0.0,2025-03-03/2025-03-09
2025-03-10/2025-03-16,柯文哲,L2-05,0.0,2025-03-10/2025-03-16
2025-03-10/2025-03-16,柯文哲,L2-07,0.0,2025-03-10/2025-03-16
2025-03-17/2025-03-23,柯文哲,L2-05,0.0,2025-03-17/2025-03-23
2025-03-17/2025-03-23,柯文哲,L2-07,0.0,2025-03-17/2025-03-23
2025-03-24/2025-03-30,柯文哲,L2-05,0.0,2025-03-24/2025-03-30
2025-03-24/2025-03-30,柯文哲,L2-07,0.0,2025-03-24/2025-03-30
2025-03-31/2025-04-06,柯文哲,L2-05,0.0,2025-03-31/2025-04-06
2025-03-31/2025-04-06,柯文哲,L2-07,0.0,2025-03-31/2025-04-06
2025-04-07/2025-04-13,柯文哲,L2-05,0.0,2025-04-07/2025-04-13
2025-04-07/2025-04-13,柯文哲,L2-07,0.0,2025-04-07/2025-04-13
2025-04-14/2025-04-20,柯文哲,L2-05,0.0,2025-04-14/2025-04-20
2025-04-14/2025-04-20,柯文哲,L2-07,0.0,2025-04-14/2025-04-20
2025-04-21/2025-04-27,柯文哲,L2-05,0.0,2025-04-21/2025-04-27
2025-04-21/2025-04-27,柯文哲,L2-07,0.0,2025-04-21/2025-04-27
2025-04-28/2025-05-04,柯文哲,L2-05,0.0,2025-04-28/2025-05-04
2025-04-28/2025-05-04,柯文哲,L2-07,0.0,2025-04-28/2025-05-04
2025-05-05/2025-05-11,柯文哲,L2-05,0.0,2025-05-05/2025-05-11
2025-05-05/2025-05-11,柯文哲,L2-07,0.0,2025-05-05/2025-05-11
2025-05-12/2025-05-18,柯文哲,L2-05,0.0,2025-05-12/2025-05-18
2025-05-12/2025-05-18,柯文哲,L2-07,0.0,2025-05-12/2025-05-18
2025-05-19/2025-05-25,柯文哲,L2-05,0.0,2025-05-19/2025-05-25
2025-05-19/2025-05-25,柯文哲,L2-07,0.06493506493506497,2025-05-19/2025-05-25
